1170077963 : 0 : [339, 6094, 480, 1282798155, 1158, 40, 0, 220L, 0, 23, 1L, 2L, 56, 90616.2]
1746804810 : 0 : [145, 3097, 227, 1274838935, 284464, 74, 1, 0, 0, 56, 179L, 10L, 86, 287342.8]
3125331973 : 1 : [142, 911, 145, 1353138246, 273, 0, 0, 220L, 1, 14, 0, 0, 34, 12977.0]
1668496123 : 0 : [332, 203, 428, 1260419238, 1055, 21, 0, -1L, 0, 58, 2L, 6L, 34, 85973.2]
1018453074 : 0 : [150, 6530, 399, 1267138322, 1108, 105, 0, 220L, 1, 0, 0, 1L, 38, 32279.8]
1772213541 : 0 : [73, 738, 513, 1278941156, 498, 79, 0, -1L, 0, 18, 0, 2L, 21, 63979.3]
2397195300 : 1 : [1, 17, 7, 1316119908, 43, 0, 0, -1L, 0, 0, 4L, 4L, 72, 908498.3]
1069638814 : 0 : [47, 789, 130, 1271987921, 117, 7, 0, -1L, 1, 9, 1L, 1L, 15, 517591.9]
1737271915 : 1 : [789, 1670, 2000, 1272907207, 1054, 0, 0, -1L, 1, 0, 2L, 2L, 130, 18926.7]
1974985111 : 0 : [141, 220, 283, 1298000501, 181, 2, 0, -1L, 1, 21, 1L, 1L, 29, 574031.6]
1713547792 : 0 : [164, 2230, 291, 1268940042, 351846, 180, 1, 0, 0, 88, 93L, 85L, 75, 26877.4]
1752051530 : 0 : [124, 288, 178, 1275976591, 424954, 4, 1, 0, 0, 54, 91L, 158L, 39, 1344800.9]
1679213635 : 0 : [1060, 9336, 1085, 1262966589, 1021640, 0, 0, -1L, 0, 29, 22L, 5L, 97, 10109.7]
2134671703 : 0 : [4, 638, 4, 1305422769, 5137887, 5, 1, 0, 1, 59, 1803L, 1276L, 139, 69115.1]
2651614321 : 1 : [16, 256, 642, 1331169574, 329, 0, 0, -1L, 1, 0, 0, 0, 104, 366282.6]
2396173794 : 1 : [29, 72, 65, 1316089807, 120, 0, 0, -1L, 1, 0, 5L, 3L, 92, 516840.3]
3210747331 : 1 : [1, 35, 64, 1357205457, 55, 0, 0, -1L, 0, 0, 3L, 3L, 40, 744336.5]
1648075212 : 0 : [109, 6210, 570, 1253288175, 756, 112, 0, 220L, 0, 11, 1L, 1L, 10, 264545.7]
1156966391 : 0 : [332, 8821, 406, 1251495246, 6887991, 342, 1, 0, 1, 14, 225L, 126L, 60, 31246.6]
1767004433 : 0 : [156, 7421, 975, 1278168872, 55251, 0, 0, -1L, 1, 36, 1L, 1L, 140, 12601.3]
2396297394 : 1 : [0, 15, 2, 1316094314, 36, 0, 0, -1L, 1, 0, 3L, 3L, 81, 484954.9]
2083527995 : 0 : [94, 1078, 379, 1312213550, 312, 4, 0, -1L, 0, 28, 0, 2L, 96, 53624.7]
2396548870 : 1 : [4, 63, 16, 1316102798, 53, 0, 0, -1L, 1, 0, 0, 0, 60, 165327.4]
2306772634 : 0 : [886, 17405, 1929, 1313265595, 336264, 2, 0, -1L, 0, 54, 29L, 4L, 66, 6009.8]
2358816511 : 1 : [0, 17, 3, 1316106005, 37, 0, 0, -1L, 1, 0, 5L, 5L, 68, 916423.6]
3088091307 : 1 : [17, 501, 745, 1351825889, 241, 0, 0, -1L, 1, 35, 0, 1L, 6, 20790.3]
1223474475 : 0 : [792, 6700, 934, 1252449831, 16157, 28, 1, 0, 1, 30, 2L, 1L, 34, 12223.222222222223]
1935369014 : 0 : [392, 6389, 983, 1305659902, 465248, 886, 0, -1L, 0, 76, 129L, 33L, 95, 12548.1]
1693032875 : 0 : [296, 3032, 642, 1265936376, 577, 1790, 0, 220L, 1, 25, 1L, 2L, 9, 49821.1]
2394183104 : 1 : [1, 18, 6, 1316005621, 46, 0, 0, -1L, 0, 0, 6L, 6L, 63, 1028021.1]
1897632164 : 1 : [8, 1408, 935, 1292727617, 150, 0, 0, -1L, 1, 7, 0, 0, 64, 1.4]
1824553760 : 0 : [211, 1984, 247, 1285105397, 2577782, 242, 1, 0, 0, 0, 292L, 231L, 48, 212615.5]
2436955810 : 0 : [79, 438, 295, 1336014539, 88, 11, 0, -1L, 0, 7, 1L, 0, 14, 128886.5]
1803699337 : 0 : [133, 600, 353, 1282922366, 388, 14, 1, 0, 1, 22, 2L, 2L, 25, 433044.2]
2823911455 : 1 : [0, 936, 836, 1344664061, 140, 0, 0, -1L, 1, 20, 0, 0, 62, 0.3]
1866133477 : 0 : [268, 628, 400, 1290097807, 1077, 161, 1, 0, 1, 0, 1L, 4L, 9, 544903.7]
1056103154 : 0 : [511, 4934, 986, 1267071474, 4087, 179, 1, 0, 1, 26, 3L, 2L, 61, 15672.7]
1621439853 : 0 : [1060, 3863, 1177, 1251495276, 31430, 182, 1, 0, 1, 0, 2L, 2L, 15, 97970.2]
1279383310 : 0 : [478, 1104, 631, 1277737035, 1332, 1804, 0, 220L, 0, 8, 1L, 0, 16, 22192.6]
3177132415 : 1 : [701, 524, 702, 1354849549, 1079, 0, 0, 220L, 0, 62, 0, 1L, 27, 14447.1]
1516476077 : 1 : [29, 23, 152, 1339368826, 62, 0, 0, -1L, 1, 0, 3L, 3L, 96, 212777.66666666666]
1646231521 : 0 : [618, 4239, 1166, 1252605390, 4772, 2989, 1, 0, 1, 23, 2L, 2L, 33, 49829.8]
1055553222 : 0 : [17, 43, 31, 1299980163, 66, 1, 0, -1L, 0, 0, 5L, 5L, 41, 3818613.2]
1854982763 : 0 : [3, 24, 82, 1289521680, 19, 0, 0, -1L, 0, 0, 0, 1L, 29, 132032.66666666666]
2459017951 : 1 : [9, 345, 106, 1321047353, 47, 0, 0, -1L, 1, 0, 0, 0, 31, 160216.2]
1657809832 : 0 : [2018, 11011, 2225, 1257117986, 37191, 3962, 1, 0, 1, 27, 10L, 2L, 31, 5926.2]
1427440853 : 1 : [57, 526, 1170, 1335545148, 619, 0, 0, -1L, 0, 0, 2L, 2L, 106, 19119.3]
1649155730 : 0 : [1971, 15006, 2028, 1253720631, 160773, 21, 1, 0, 1, 71, 27L, 19L, 93, 672.5]
1312412824 : 0 : [23, 86, 30, 1251495260, 4795784, 0, 1, 0, 0, 59, 1518L, 474L, 87, 304785.6]
1681645841 : 0 : [119, 247, 271, 1263450716, 226, 9, 0, -1L, 0, 0, 1L, 1L, 41, 617319.5]
2881565600 : 0 : [38, 133, 51, 1343386587, 4382, 0, 0, -1L, 1, 71, 3L, 4L, 30, 1303816.0]
1994376183 : 0 : [146, 2257, 305, 1298824927, 373, 0, 0, -1L, 0, 0, 1L, 2L, 58, 622228.5]
2477670021 : 0 : [36, 322, 82, 1325735879, 74, 33, 0, -1L, 0, 4, 1L, 4L, 22, 706841.0]
2680147545 : 0 : [146, 3836, 233, 1332859328, 455, 398, 0, 220L, 0, 14, 0, 4L, 32, 29404.3]
2359276747 : 1 : [0, 39, 9, 1316102337, 51, 0, 0, -1L, 0, 0, 4L, 3L, 84, 683119.3]
1903623114 : 1 : [65, 1589, 972, 1293851501, 251, 0, 0, -1L, 1, 19, 0, 0, 139, 43892.4]
2835124755 : 1 : [2, 1268, 1154, 1345355772, 149, 0, 0, -1L, 1, 0, 0, 0, 66, 0.6]
1708307353 : 0 : [451, 1910, 1346, 1268263308, 2403, 156, 1, 0, 1, 10, 5L, 2L, 41, 74468.3]
1737980327 : 0 : [712, 1398, 816, 1279125566, 13200, 410, 1, 0, 1, 29, 2L, 2L, 21, 441092.1]
2841003373 : 1 : [0, 1296, 1014, 1345606900, 157, 0, 0, -1L, 0, 0, 0, 0, 68, 0.4]
2359045747 : 1 : [0, 14, 2, 1316094268, 15, 0, 0, -1L, 1, 0, 0, 0, 82, 484507.9]
2396224180 : 1 : [42, 76, 83, 1316090043, 118, 0, 0, -1L, 1, 0, 5L, 5L, 90, 413685.1]
1734236715 : 0 : [479, 10750, 675, 1272214003, 177737, 54, 0, -1L, 1, 13, 41L, 11L, 83, 89233.6]
2396414754 : 1 : [22, 76, 52, 1316099240, 106, 0, 0, -1L, 0, 0, 5L, 5L, 65, 588281.8]
1280110097 : 0 : [495, 6341, 646, 1261102125, 128716, 11, 1, 0, 1, 73, 9L, 12L, 57, 1695.3]
1907542963 : 0 : [253, 193, 370, 1293814805, 411184, 27, 1, 0, 1, 23, 11542L, 1404L, 45, 91795.3]
2218235354 : 1 : [43, 2645, 1286, 1309963410, 130, 0, 0, -1L, 1, 32, 0, 0, 70, 0.2]
1860369284 : 0 : [85, 7480, 273, 1287809482, 160, 321, 0, -1L, 0, 11, 0, 2L, 14, 4567.4]
1659737045 : 0 : [259, 2435, 373, 1290208507, 1349, 7, 1, 0, 0, 28, 1L, 3L, 32, 76601.1]
2850545535 : 1 : [224, 11119, 1422, 1341364114, 1546, 0, 0, 220L, 1, 13, 0, 0, 47, 2.3]
3483766847 : 0 : [3, 43, 2, 1369242823, 549384, 0, 1, 0, 1, 27, 17930L, 18529L, 59, 340678.4]
2396773372 : 1 : [2, 9, 5, 1316109045, 4, 0, 0, -1L, 1, 0, 6L, 4L, 87, 2492710.0]
3012653407 : 1 : [194, 1959, 1168, 1355268700, 329, 0, 0, 220L, 1, 38, 5L, 0, 53, 163227.4]
1242067317 : 0 : [67, 220, 278, 1268949564, 156, 50, 0, -1L, 1, 19, 4L, 3L, 42, 1852304.9]
2156466452 : 0 : [13, 13863, 47, 1307122597, 1116739, 0, 0, -1L, 0, 72, 138L, 18L, 43, 5130.1]
1912971933 : 0 : [320, 3732, 1138, 1294335994, 1503, 825, 1, 0, 0, 34, 2L, 0, 4, 108701.8]
1558226504 : 0 : [1494, 10194, 1685, 1251494085, 1969465, 315, 1, 0, 1, 18, 45L, 7L, 11, 14210.9]
1830226891 : 0 : [19, 45, 53, 1287166630, 125, 0, 0, -1L, 1, 21, 1L, 5L, 29, 1734588.2]
1438388851 : 0 : [172, 792, 505, 1289655532, 1178, 4, 0, 220L, 1, 66, 2L, 1L, 56, 138041.0]
1694790813 : 0 : [269, 3742, 792, 1266261545, 1800, 36, 1, 0, 1, 67, 1L, 1L, 69, 56185.6]
2627115307 : 0 : [344, 259, 462, 1329976999, 8858, 96, 0, -1L, 0, 37, 178L, 63L, 59, 128437.8]
2602508600 : 0 : [86, 4514, 994, 1323635643, 1029054, 0, 0, -1L, 0, 55, 47L, 7L, 83, 4681.3]
2309846073 : 0 : [28, 10383, 51, 1313712047, 649837, 4, 0, -1L, 1, 54, 67L, 19L, 24, 377.1]
2090618973 : 0 : [68, 2718, 185, 1303015934, 246, 93, 0, -1L, 0, 0, 1L, 2L, 24, 50232.5]
2813293802 : 1 : [10, 2147, 866, 1338007741, 505, 0, 0, -1L, 0, 0, 0, 0, 78, 0.7]
3269278364 : 1 : [293, 992, 1017, 1366089041, 534, 0, 0, -1L, 0, 52, 0, 1L, 39, 0.9]
1642625610 : 0 : [238, 3370, 781, 1251509661, 713, 1076, 0, -1L, 0, 0, 16L, 5L, 30, 5345277.6]
1762600755 : 0 : [791, 1490, 1659, 1277483108, 17751, 2, 0, -1L, 1, 42, 8L, 3L, 56, 1590131.5]
2357186180 : 0 : [12, 1836, 33, 1314677823, 165318, 53, 0, -1L, 0, 30, 103L, 38L, 26, 8943.5]
2475137187 : 0 : [13, 765, 152, 1325437594, 62, 367, 0, -1L, 0, 56, 2L, 1L, 17, 172980.7]
2394240382 : 1 : [0, 13, 1, 1316010512, 26, 0, 0, -1L, 1, 0, 0, 0, 86, 420879.77777777775]
1500998893 : 0 : [873, 2790, 1638, 1251495269, 6077, 47, 1, 0, 1, 40, 3L, 3L, 58, 689615.6]
2150618420 : 1 : [101, 540, 722, 1306779421, 408, 0, 0, -1L, 0, 68, 6L, 6L, 83, 130666.7]
2557523687 : 1 : [72, 219, 136, 1325016143, 87, 0, 0, -1L, 0, 0, 0, 0, 42, 106848.0]
1494848464 : 0 : [952, 3812, 984, 1251495376, 5210344, 78, 1, 0, 1, 15, 999L, 1071L, 47, 48131.0]
2746296711 : 0 : [56, 93, 109, 1338949543, 149, 0, 1, 0, 0, 0, 9L, 1L, 18, 1537617.888888889]
2359651057 : 1 : [1, 6, 4, 1316109041, 4, 0, 0, -1L, 1, 0, 3L, 3L, 93, 1751409.5]
3218363703 : 1 : [12, 3697, 2001, 1359743837, 277, 0, 0, -1L, 1, 11, 0, 0, 74, 294.2]
1885248335 : 0 : [194, 1688, 624, 1291750549, 649, 139, 0, 220L, 1, 10, 1L, 1L, 22, 195011.2]
2359099573 : 1 : [24, 66, 74, 1316096600, 129, 0, 0, -1L, 1, 0, 3L, 3L, 83, 602387.8]
1961971507 : 0 : [117, 889, 274, 1297432620, 182, 316, 0, 220L, 1, 16, 3L, 1L, 5, 121766.1]
1750164051 : 0 : [93, 365, 538, 1275537522, 206, 225, 0, -1L, 0, 8, 1L, 1L, 62, 711274.6]
1863431460 : 1 : [24, 867, 380, 1288294631, 44, 0, 0, -1L, 0, 0, 7L, 6L, 86, 1.3]
1510292262 : 1 : [55, 56, 89, 1281961013, 74, 0, 0, -1L, 0, 0, 2L, 2L, 78, 213205.33333333334]
2035475401 : 0 : [52, 2665, 681, 1300627961, 232, 136, 0, -1L, 1, 13, 0, 0, 37, 157687.9]
2799586325 : 1 : [2, 1742, 1026, 1348927024, 326, 0, 0, -1L, 0, 0, 0, 0, 65, 0.3]
1775877372 : 0 : [49, 1574, 266, 1286649938, 106, 9, 0, -1L, 0, 15, 0, 0, 7, 100349.3]
2156038704 : 0 : [0, 141, 77, 1307082536, 48078, 0, 0, -1L, 0, 44, 174L, 15L, 83, 16533.5]
2636779140 : 1 : [1, 2613, 314, 1325014619, 66, 0, 0, -1L, 0, 35, 6L, 5L, 55, 9.2]
1909224022 : 0 : [134, 262, 484, 1293464981, 243, 18, 0, -1L, 1, 9, 13L, 2L, 58, 912011.3]
2657494793 : 1 : [163, 2521, 1604, 1331475677, 519, 0, 0, -1L, 0, 0, 0, 0, 61, 0.2]
1197931472 : 0 : [603, 3032, 680, 1251495248, 8887838, 395, 1, 0, 0, 64, 9446L, 6444L, 105, 23880.7]
2487123765 : 1 : [32, 339, 115, 1322075544, 68, 0, 0, -1L, 0, 0, 0, 0, 34, 180729.3]
2184057234 : 1 : [101, 2469, 1338, 1342037123, 294, 2, 0, 220L, 1, 0, 0, 0, 51, 53899.5]
2022255405 : 0 : [618, 5472, 755, 1300035897, 34269, 465, 1, 0, 1, 44, 8L, 13L, 50, 8356.5]
2708911867 : 0 : [136, 14515, 138, 1334011262, 144766, 0, 0, -1L, 0, 16, 4L, 1L, 33, 1171.7]
2283120607 : 1 : [314, 4198, 1108, 1312389220, 300, 0, 0, 220L, 0, 0, 0, 0, 76, 2196.5]
2842422717 : 1 : [10, 223, 407, 1341126619, 140, 0, 0, -1L, 0, 0, 0, 0, 76, 0.9]
2605041264 : 0 : [37, 153, 61, 1323724794, 4171, 5, 0, -1L, 1, 14, 9L, 1L, 33, 511513.7]
2396819622 : 1 : [8, 15, 10, 1316109039, 19, 0, 0, -1L, 1, 0, 6L, 3L, 71, 2132422.2]
1323814050 : 1 : [5, 912, 271, 1276629694, 192, 0, 0, -1L, 1, 0, 8L, 8L, 63, 119992.8]
1608974780 : 0 : [518, 9679, 856, 1276795358, 1834, 421, 0, 220L, 0, 43, 3L, 2L, 36, 60901.1]
2396461072 : 1 : [64, 57, 148, 1316099214, 90, 0, 0, -1L, 1, 0, 0, 0, 58, 406246.9]
2397186604 : 1 : [0, 16, 5, 1316119671, 36, 0, 0, -1L, 1, 0, 4L, 4L, 86, 505186.1]
1681695894 : 0 : [48, 125, 165, 1263474391, 417, 20, 0, -1L, 0, 20, 14L, 4L, 75, 8539591.3]
1684077034 : 0 : [186, 2025, 471, 1263946526, 616, 10, 0, -1L, 1, 11, 1L, 3L, 92, 147535.6]
2359497247 : 1 : [0, 16, 5, 1316106012, 37, 0, 0, -1L, 0, 0, 4L, 4L, 77, 898510.2]
1733547693 : 1 : [42, 719, 668, 1272027550, 829, 0, 0, -1L, 1, 5, 2L, 2L, 59, 0.9]
2358816195 : 1 : [0, 19, 3, 1316105977, 46, 0, 0, -1L, 1, 0, 5L, 5L, 58, 718702.6]
1938284521 : 0 : [3, 182, 4, 1296237275, 7083569, 0, 1, 0, 1, 121, 10553L, 11309L, 45, 313991.5]
2562635592 : 0 : [1592, 2455, 1748, 1322338714, 141273, 197, 1, 0, 1, 51, 2L, 3L, 100, 512148.2]
2358980941 : 1 : [0, 1, 1, 1316109087, 1, 0, 0, -1L, 1, 0, 3L, 3L, 94, 0.0]
1674508553 : 0 : [318, 2110, 360, 1261777941, 699, 1, 0, 220L, 1, 15, 2L, 12L, 22, 27530.0]
2040268591 : 0 : [12, 53, 49, 1300838332, 77, 0, 0, -1L, 0, 0, 1L, 3L, 66, 1123901.3]
3259564120 : 1 : [20, 136, 320, 1363252706, 212, 0, 0, -1L, 1, 0, 3L, 3L, 83, 452217.4]
1834522472 : 1 : [0, 3058, 1307, 1285778406, 150, 1, 0, -1L, 1, 35, 0, 0, 40, 0.9]
2397143530 : 1 : [0, 16, 2, 1316119609, 41, 0, 0, -1L, 1, 0, 4L, 4L, 82, 505114.9]
1407050804 : 0 : [1029, 23998, 1389, 1252630744, 17925, 147, 0, -1L, 1, 13, 2L, 1L, 13, 11913.4]
2395987694 : 1 : [2, 64, 11, 1316068148, 50, 0, 0, -1L, 1, 0, 4L, 4L, 80, 412336.9]
1965646035 : 0 : [4, 5989, 31, 1297574985, 2104335, 405, 0, -1L, 0, 23, 45L, 3L, 43, 1501.7]
1908855957 : 0 : [107, 3053, 436, 1293921015, 51962, 29, 0, -1L, 1, 38, 4L, 2L, 58, 344201.9]
2359648987 : 1 : [5, 65, 15, 1316109002, 26, 0, 0, -1L, 0, 0, 4L, 4L, 60, 1919165.9]
1900965707 : 0 : [81, 107, 185, 1293159549, 506, 41, 0, 220L, 0, 0, 1L, 3L, 31, 720950.7]
1211291140 : 0 : [625, 1552, 1159, 1259986097, 265223, 310, 1, 0, 1, 14, 22L, 23L, 47, 636198.3]
2842712333 : 1 : [4, 1240, 1000, 1341146946, 194, 0, 0, -1L, 1, 0, 0, 0, 65, 0.5]
2485210843 : 1 : [53, 506, 157, 1321985165, 106, 0, 0, -1L, 0, 0, 0, 0, 50, 126517.0]
2560602723 : 1 : [38, 198, 153, 1325190935, 69, 0, 0, -1L, 1, 0, 0, 0, 53, 88578.0]
1830138345 : 0 : [12, 1992, 141, 1287153935, 453493, 1, 0, -1L, 0, 9, 278L, 23L, 20, 10841.6]
1604363024 : 0 : [319, 5297, 533, 1251752436, 586870, 16, 1, 0, 0, 81, 429L, 165L, 108, 21916.7]
3176068101 : 0 : [26, 1048, 48, 1354858254, 166204, 79, 0, -1L, 0, 8, 299L, 78L, 12, 8218.4]
1694777644 : 1 : [13, 72, 166, 1322335666, 42, 0, 0, -1L, 0, 0, 7L, 7L, 76, 1.5]
2421955290 : 0 : [4, 9, 48, 1316923359, 6, 12, 0, -1L, 1, 0, 9L, 0, 37, 3282501.6666666665]
1618366174 : 0 : [1089, 2819, 1621, 1276030227, 3413, 8, 0, 220L, 1, 7, 1L, 1L, 41, 192981.4]
2088500083 : 0 : [885, 2961, 1656, 1302904303, 15241, 27, 0, -1L, 1, 55, 2L, 1L, 24, 303547.4]
1574705051 : 0 : [338, 261, 1520, 1292188846, 12581, 2, 0, -1L, 1, 0, 4L, 4L, 96, 4096809.1]
1753033847 : 0 : [516, 2959, 788, 1298412499, 19331, 31, 1, 0, 1, 2, 2L, 1L, 7, 31403.5]
1648237865 : 0 : [529, 10151, 584, 1261627272, 1509448, 11, 0, -1L, 1, 5, 244L, 86L, 23, 15793.7]
2394338494 : 1 : [0, 15, 4, 1316012201, 13, 0, 0, -1L, 1, 0, 0, 0, 83, 581385.6]
1424710994 : 0 : [858, 6190, 956, 1255354531, 228945, 918, 1, 0, 1, 42, 65L, 14L, 47, 5391.1]
1904823453 : 0 : [275, 5874, 453, 1293815030, 2007, 1196, 1, 0, 1, 35, 2L, 5L, 30, 56842.8]
2332491965 : 0 : [30, 86, 69, 1314718830, 144, 1, 0, -1L, 1, 25, 25L, 5L, 48, 2550646.8]
2710771433 : 0 : [183, 642, 1304, 1334698952, 33096, 0, 0, -1L, 0, 10, 3L, 1L, 30, 86326.8]
1703992955 : 0 : [630, 10051, 880, 1267636406, 35895, 59, 0, -1L, 1, 12, 16L, 3L, 128, 45144.2]
2655800377 : 1 : [0, 1143, 701, 1331217218, 11, 0, 0, -1L, 1, 95, 2L, 2L, 84, 8003.0]
3292555681 : 1 : [155, 2458, 530, 1361825104, 243, 0, 0, -1L, 1, 35, 0, 0, 56, 24007.2]
3286202071 : 0 : [12, 73, 21, 1361225578, 26, 17, 0, -1L, 0, 2, 1L, 1L, 43, 204659.0]
2241798327 : 1 : [1, 1742, 1148, 1310489440, 594, 0, 0, -1L, 1, 0, 0, 0, 68, 0.4]
1644492510 : 0 : [16, 694, 15, 1251924382, 32401624, 4, 1, 0, 1, 0, 3876L, 3710L, 63, 38813.9]
1586131402 : 0 : [323, 1656, 532, 1268951173, 983, 35, 0, -1L, 0, 39, 2L, 8L, 85, 121361.5]
1672418622 : 0 : [175, 2496, 201, 1261454471, 1143648, 277, 0, -1L, 0, 7, 1020L, 445L, 58, 32090.8]
1427374535 : 0 : [261, 2098, 656, 1271436768, 1799, 7, 0, 220L, 1, 49, 64L, 1L, 19, 500346.1]
2380695465 : 0 : [466, 1612, 1162, 1316983706, 83840, 0, 0, -1L, 1, 59, 5L, 3L, 114, 8155.6]
2394238784 : 1 : [0, 13, 1, 1316010432, 25, 0, 0, -1L, 1, 0, 7L, 7L, 83, 371558.7]
3218648092 : 1 : [30, 2981, 1228, 1364005173, 243, 0, 0, -1L, 0, 40, 0, 0, 58, 1.3]
2396248510 : 1 : [0, 18, 2, 1316094245, 41, 0, 0, -1L, 1, 0, 4L, 3L, 87, 484348.1]
1431883944 : 0 : [68, 667, 216, 1289462767, 128, 72, 0, -1L, 1, 51, 0, 1L, 11, 471627.4]
3043525322 : 1 : [57, 546, 1583, 1351796087, 87, 0, 0, -1L, 1, 0, 0, 0, 4, 10677.7]
1641983193 : 0 : [2328, 10601, 3000, 1251302928, 170290, 7640, 1, 0, 1, 28, 47L, 40L, 32, 23189.0]
2104296457 : 0 : [32, 8204, 35, 1303707806, 24544, 0, 0, -1L, 1, 12, 17L, 23L, 64, 6142.1]
1973678501 : 0 : [347, 253, 428, 1297961816, 706, 5, 0, 220L, 1, 24, 1L, 1L, 78, 1483570.1]
1197010915 : 0 : [403, 7325, 494, 1261239450, 812, 67, 0, 220L, 1, 9, 1L, 3L, 21, 7018.8]
2358985207 : 1 : [35, 80, 70, 1316090038, 120, 0, 0, -1L, 1, 0, 6L, 6L, 54, 406871.4]
1652752642 : 0 : [152, 2347, 404, 1255215201, 416, 255, 0, -1L, 1, 0, 1L, 5L, 6, 156364.3]
2396821082 : 1 : [5, 7, 7, 1316109078, 11, 0, 0, -1L, 1, 0, 2L, 1L, 63, 3202565.0]
2394336610 : 1 : [0, 14, 3, 1316012138, 34, 0, 0, -1L, 1, 0, 4L, 4L, 70, 443994.7]
1221997151 : 0 : [1340, 6210, 1501, 1251494086, 451612, 331, 1, 0, 1, 0, 22L, 2L, 4, 50812.4]
2528197911 : 0 : [82, 294, 103, 1323820746, 148, 16, 0, -1L, 0, 0, 1L, 1L, 35, 487713.1]
2893722735 : 1 : [179, 994, 179, 1342758743, 336, 1, 0, 220L, 0, 13, 373L, 51L, 72, 416852.7]
2028015085 : 0 : [42, 269, 92, 1300231621, 211, 53, 0, -1L, 0, 6, 0, 9L, 70, 99603.2]
3223663984 : 1 : [12, 193, 85, 1363101422, 32, 0, 0, -1L, 0, 0, 0, 1L, 37, 102532.88888888889]
2397187892 : 1 : [1, 20, 6, 1316119673, 49, 0, 0, -1L, 0, 0, 4L, 4L, 86, 505178.3]
1865978592 : 0 : [602, 811, 889, 1288644659, 835, 0, 0, -1L, 1, 15, 1L, 1L, 43, 2085779.8]
2358818515 : 1 : [0, 17, 4, 1316106021, 36, 0, 0, -1L, 1, 0, 5L, 5L, 68, 994748.9]
2383722331 : 1 : [36, 484, 125, 1317131664, 80, 0, 0, -1L, 1, 0, 2L, 1L, 34, 180095.2]
1854283601 : 0 : [104, 783, 66, 1289456014, 49438814, 0, 1, 0, 1, 49, 1543L, 1074L, 58, 42563.9]
1438718365 : 0 : [193, 432, 467, 1296263005, 301, 53, 0, 220L, 1, 60, 1L, 8L, 22, 183252.1]
2970708292 : 0 : [16, 50, 106, 1346022917, 49, 1, 0, -1L, 0, 17, 0, 3L, 36, 469692.3]
2584545654 : 1 : [16, 75, 47, 1322976886, 41, 1, 0, -1L, 1, 7, 11L, 2L, 38, 958984.6]
2091165965 : 0 : [64, 297, 153, 1303009593, 169, 253, 0, -1L, 0, 5, 15L, 2L, 37, 302565.1]
1678699481 : 0 : [630, 3775, 1135, 1268408780, 12139, 199, 1, 0, 0, 8, 3L, 7L, 7, 129414.8]
1283022704 : 0 : [905, 3837, 927, 1253131651, 408204, 202, 1, 0, 1, 34, 85L, 86L, 10, 526.2]
1689120485 : 0 : [1585, 17924, 1787, 1265212178, 3102, 5, 0, -1L, 1, 15, 3L, 1L, 13, 21609.6]
1639138142 : 0 : [878, 9951, 941, 1251495290, 41795, 482, 1, 0, 1, 31, 4L, 5L, 70, 1621359.5]
2358309291 : 1 : [10, 58, 70, 1316089840, 47, 0, 0, -1L, 0, 0, 3L, 1L, 77, 355275.6]
1890124614 : 0 : [510, 5157, 574, 1291739471, 166081, 3024, 1, 0, 1, 63, 76L, 13L, 86, 5481.8]
2841082733 : 1 : [1, 900, 725, 1345608336, 300, 0, 0, -1L, 1, 0, 0, 0, 81, 0.7]
1301717713 : 0 : [283, 3379, 447, 1251482924, 11432, 20, 1, 0, 1, 24, 5L, 2L, 61, 41445.9]
2394290240 : 1 : [0, 10, 3, 1316012350, 9, 0, 0, -1L, 1, 0, 0, 0, 103, 408585.8]
1606185711 : 0 : [3, 7, 32, 1308340748, 52, 4, 0, -1L, 0, 11, 8L, 2L, 82, 6640437.857142857]
1671618684 : 0 : [1810, 4292, 2793, 1261240098, 146950, 7, 0, 220L, 1, 51, 18L, 16L, 132, 14934.7]
1261828487 : 1 : [26, 2037, 1979, 1265790441, 302, 258, 0, -1L, 0, 12, 0, 0, 106, 8057.4]
2836166907 : 1 : [1, 1268, 1108, 1345417967, 160, 0, 0, -1L, 1, 0, 0, 0, 67, 0.8]
1644449921 : 0 : [966, 7138, 1269, 1251912706, 31925, 681, 1, 0, 1, 51, 5L, 6L, 75, 10912.7]
1867979930 : 0 : [32, 816, 161, 1288852693, 175, 7, 0, -1L, 1, 32, 0, 0, 51, 1519.3]
2132140362 : 0 : [9, 2117, 20, 1304553404, 24708, 0, 0, -1L, 0, 64, 78L, 9L, 27, 9317.9]
3124386981 : 1 : [169, 1040, 169, 1353137802, 286, 0, 0, 220L, 1, 13, 0, 0, 22, 33364.4]
2850494953 : 1 : [3, 1292, 1068, 1341406247, 145, 0, 0, -1L, 1, 0, 0, 0, 68, 0.4]
1823934880 : 0 : [1091, 9119, 1360, 1285037687, 500693, 6, 0, -1L, 0, 52, 91L, 19L, 56, 26220.5]
2360180173 : 1 : [0, 18, 4, 1316119576, 46, 0, 0, -1L, 0, 0, 3L, 3L, 88, 505211.8]
1813053770 : 0 : [7, 3, 367, 1284392150, 42, 0, 0, -1L, 0, 0, 0, 0, 9, 1576416.0]
1739761654 : 1 : [7, 89, 116, 1355823358, 32, 0, 0, -1L, 1, 0, 0, 0, 77, 1.2]
1510530773 : 1 : [82, 56, 138, 1281927797, 103, 0, 0, -1L, 0, 0, 3L, 3L, 82, 213237.33333333334]
1641487070 : 0 : [25, 148, 65, 1251495316, 150, 2, 0, -1L, 0, 2, 2L, 2L, 24, 1397407.8]
